play_id,time_to_throw,pressure_applied,time_to_pressure,down,distance,field_position,score_diff,quarter,def_alignment,rushers,completion,yards_gained,sack,interception,time_bucket
590,2.15,0,4.47,2,12.4,50.46721058774923,-16.336642947203288,1,3-4 Base,6,1,11.9,0,0,Normal (2.0-2.5s)
591,2.28,0,3.07,3,26.2,58.36148072647371,3.618339101777725,1,Dime,4,1,2.4,0,0,Normal (2.0-2.5s)
592,1.69,0,3.06,2,6.9,73.46431650826977,10.49612794970177,3,Dime,5,1,8.6,0,0,Quick (<2.0s)
593,0.38,0,0.73,2,12.4,59.65778686291478,-13.235043526342512,2,3-4 Base,4,0,0.0,0,0,Quick (<2.0s)
594,1.4,1,2.47,3,7.1,60.405359844990976,3.50760358110139,1,4-3 Base,4,0,0.0,0,0,Quick (<2.0s)
595,5.8,0,2.04,1,12.4,76.0297632284835,-10.462495298810175,1,3-4 Base,4,1,5.2,0,0,Very Long (>3.0s)
596,2.47,0,0.79,2,14.0,90.4178134237436,11.70315725601516,3,3-4 Base,5,1,11.8,0,0,Normal (2.0-2.5s)
597,4.27,0,1.59,3,16.5,38.90445385418031,-16.00081471014645,2,3-4 Base,4,0,0.0,0,0,Very Long (>3.0s)
598,4.35,1,0.24,1,8.8,56.94054415033561,-8.92473085163832,4,Dime,4,1,9.8,0,0,Very Long (>3.0s)
599,2.02,0,0.54,2,1.4,12.764584196019104,1.3137983491836478,2,Nickel,6,1,3.6,0,0,Normal (2.0-2.5s)
600,3.32,0,1.55,4,7.2,37.292349251198026,7.114737873829801,1,Nickel,4,0,0.0,0,0,Very Long (>3.0s)
601,0.43,0,1.05,2,13.6,42.08443033004474,0.9271690243886915,3,4-3 Base,4,0,0.0,0,0,Quick (<2.0s)
602,5.49,0,2.29,2,10.7,80.1713585141646,4.951406484676503,1,Blitz,6,1,6.5,0,0,Very Long (>3.0s)
603,5.2,0,0.81,4,11.9,51.205316191310914,-5.492166407779563,2,3-4 Base,4,1,5.4,0,0,Very Long (>3.0s)
604,2.99,0,1.21,1,14.6,70.7959735968612,-10.911065660968536,2,Nickel,4,1,3.6,0,0,Extended (2.5-3.0s)
605,2.53,1,1.67,1,3.2,6.710666002310423,14.646126836464202,2,4-3 Base,5,1,4.3,0,0,Extended (2.5-3.0s)
606,2.04,1,0.74,3,15.1,46.8043402665484,4.98764853489878,4,4-3 Base,4,0,0.0,0,0,Normal (2.0-2.5s)
607,4.61,0,1.19,3,27.1,86.11858986472258,-4.877349955728979,1,Dime,4,1,14.3,0,0,Very Long (>3.0s)
608,3.59,0,2.03,2,6.4,25.18825183752066,-16.537523350828153,4,Dime,4,1,10.4,0,0,Very Long (>3.0s)
609,1.55,0,5.46,2,16.8,7.836996677640164,12.23173117718746,4,Dime,5,1,5.7,0,0,Quick (<2.0s)
610,0.75,1,0.75,3,9.2,44.00678603421288,12.643543655031328,2,Nickel,3,1,3.8,0,0,Quick (<2.0s)
611,0.61,0,1.05,3,11.7,68.39886385828359,-2.1746445303636537,1,Blitz,4,0,0.0,0,0,Quick (<2.0s)
612,4.57,1,3.51,1,15.7,45.90171561573226,-6.60612791367439,2,Nickel,4,0,0.0,0,0,Very Long (>3.0s)
613,2.01,0,4.21,1,10.7,46.398048216013926,-2.5929636872599593,2,Nickel,4,0,0.0,0,0,Normal (2.0-2.5s)
614,2.95,0,2.67,2,6.1,65.28245371144877,-2.107875245785709,3,3-4 Base,5,0,0.0,0,0,Extended (2.5-3.0s)
615,2.21,0,4.13,3,11.0,27.89499274547441,7.695369144946985,1,4-3 Base,4,0,0.0,0,0,Normal (2.0-2.5s)
616,0.62,0,0.7,3,4.0,72.67008124777797,-11.37859635100625,4,Nickel,5,1,7.3,0,0,Quick (<2.0s)
617,0.45,1,3.83,4,2.2,18.780217781516008,-5.836045631035177,1,Nickel,4,1,2.3,0,0,Quick (<2.0s)
618,1.47,1,3.16,3,22.4,40.61755447573889,-1.83668404155218,2,Nickel,4,0,0.0,0,0,Quick (<2.0s)
619,1.57,0,0.51,2,12.1,64.04072976238263,2.583906110004671,1,3-4 Base,4,1,1.7,0,0,Quick (<2.0s)
620,1.57,0,1.23,2,14.1,79.55321065071779,8.663791234753557,2,Dime,4,1,2.5,0,0,Quick (<2.0s)
621,1.61,1,0.08,3,10.2,76.23779640485498,3.10980567993401,4,Blitz,3,1,2.1,0,0,Quick (<2.0s)
622,7.55,1,1.9,3,1.7,69.9517039376928,17.52104446185378,3,Nickel,5,0,0.0,0,0,Very Long (>3.0s)
623,4.23,0,3.77,2,21.3,37.318674518275195,-9.915465858092688,1,Dime,5,1,13.9,0,0,Very Long (>3.0s)
624,2.49,0,1.0,1,6.1,16.007388466435145,14.616356882140774,4,Blitz,4,1,5.2,0,0,Normal (2.0-2.5s)
625,1.97,0,0.58,4,7.1,24.515079592369155,-9.538748722322484,4,Blitz,5,1,5.4,0,0,Quick (<2.0s)
626,2.02,0,0.53,2,19.6,82.83504331188365,-3.9530341555931936,4,Nickel,6,1,8.6,0,0,Normal (2.0-2.5s)
627,3.5,0,1.65,2,4.0,82.15982331193935,3.8722306791821093,4,Dime,3,0,0.0,0,0,Very Long (>3.0s)
628,1.96,0,2.65,2,6.7,90.64047672851142,11.778700828420689,3,3-4 Base,4,1,6.0,0,0,Quick (<2.0s)
629,3.94,0,5.55,3,6.3,11.838978670598745,-3.9365447841166197,3,Nickel,5,1,8.3,0,0,Very Long (>3.0s)
630,2.69,0,5.05,1,3.9,53.31281767497104,3.9251491808002563,2,Dime,3,1,6.3,0,0,Extended (2.5-3.0s)
631,7.6,0,1.99,3,9.3,63.38147404138102,-3.1562378300665985,1,Dime,5,1,7.0,0,0,Very Long (>3.0s)
632,1.87,1,3.63,1,4.3,68.95916393601709,-22.955650441516852,3,3-4 Base,6,0,0.0,0,0,Quick (<2.0s)
633,4.43,1,3.01,1,21.9,62.94769115093872,-0.3843581734672485,4,Dime,3,0,0.0,0,0,Very Long (>3.0s)
634,0.82,0,1.74,2,2.0,74.30102509120537,-12.415293743688181,3,Nickel,5,1,5.6,0,0,Quick (<2.0s)
635,1.23,1,1.68,3,2.9,37.35244186604074,12.714890648841282,4,3-4 Base,4,1,7.3,0,0,Quick (<2.0s)
636,6.95,1,2.35,4,6.7,21.148949492193392,12.784062939240169,2,Nickel,4,0,0.0,0,0,Very Long (>3.0s)
637,3.83,0,1.32,3,8.5,23.412503493539468,-8.359976884415627,3,Blitz,4,1,11.5,0,0,Very Long (>3.0s)
638,2.99,0,1.42,4,4.9,6.078082052314791,-9.89695239517652,3,Blitz,3,1,6.2,0,0,Extended (2.5-3.0s)
639,8.87,1,0.77,1,14.7,36.528968489560015,-6.289804092048148,3,Dime,4,0,0.0,0,0,Very Long (>3.0s)
640,1.99,1,1.02,1,7.4,13.256964579197955,5.323947223602453,3,4-3 Base,3,0,0.0,0,0,Quick (<2.0s)
641,4.43,1,6.58,2,12.6,33.93398235111718,5.363612026353547,1,4-3 Base,5,1,9.7,0,0,Very Long (>3.0s)
642,4.65,1,1.29,1,20.9,61.5389069449623,34.080507058459936,1,4-3 Base,4,0,0.0,0,0,Very Long (>3.0s)
643,5.99,0,0.99,3,25.7,85.50302500281379,-3.0867957190051905,4,4-3 Base,4,0,0.0,0,0,Very Long (>3.0s)
644,0.73,0,1.03,3,6.8,80.56449058914647,0.9136966439671572,1,Nickel,4,0,0.0,0,0,Quick (<2.0s)
645,1.98,0,1.44,4,9.2,27.74067907618192,19.31733004669761,2,Nickel,4,1,13.9,0,0,Quick (<2.0s)
646,2.66,0,6.03,1,10.6,17.067482797824226,2.863411877133191,2,4-3 Base,4,0,0.0,0,0,Extended (2.5-3.0s)
647,5.92,0,5.86,2,7.0,22.376504641705818,-10.88075672714367,2,Blitz,5,0,0.0,0,0,Very Long (>3.0s)
648,2.9,0,3.66,2,3.6,92.38879867132462,3.4196597992327855,4,Nickel,4,1,7.8,0,0,Extended (2.5-3.0s)
649,4.65,0,0.48,1,17.5,54.45270317169417,7.048153128918328,3,Dime,5,0,0.0,0,0,Very Long (>3.0s)
650,0.66,1,3.62,2,3.6,21.425200070051737,-3.4169521219195618,4,Nickel,4,1,2.5,0,0,Quick (<2.0s)
651,1.64,0,1.45,2,18.7,80.66715392181337,7.952796573157087,2,Nickel,5,1,2.7,0,0,Quick (<2.0s)
652,5.19,0,2.79,2,11.9,40.56721198812994,7.062900561002205,3,Nickel,4,1,10.2,0,0,Very Long (>3.0s)
653,1.82,0,0.81,2,10.3,85.92999367772546,-4.584450688214202,4,Nickel,4,0,0.0,0,0,Quick (<2.0s)
654,2.11,0,3.16,1,4.7,28.460941415103786,15.517029929977706,4,Nickel,5,1,3.5,0,0,Normal (2.0-2.5s)
655,5.86,1,3.28,2,1.2,40.38995829238125,-7.835793053616179,4,Nickel,4,0,0.0,0,0,Very Long (>3.0s)
656,0.99,1,1.98,1,17.2,50.44529865110761,4.373117783247208,3,Dime,5,1,1.9,0,0,Quick (<2.0s)
657,1.21,1,2.86,1,4.6,85.33538006801284,-6.021139162286056,1,Blitz,5,1,3.5,0,0,Quick (<2.0s)
658,0.59,0,2.8,1,12.5,83.18816884445502,-16.929077124447375,1,Nickel,4,0,0.0,0,0,Quick (<2.0s)
659,6.02,0,0.88,1,12.9,56.69195632734901,3.583719780808626,4,3-4 Base,5,1,7.5,0,0,Very Long (>3.0s)
660,4.17,0,5.01,2,8.6,24.95979588028016,19.29327986322298,4,Blitz,5,1,6.6,0,0,Very Long (>3.0s)
661,4.1,0,1.22,1,10.4,41.30212745640876,-0.5384107306194829,3,Dime,4,0,0.0,0,0,Very Long (>3.0s)
662,1.6,1,0.25,2,11.8,92.80697588289549,-14.934250598806326,2,Nickel,3,0,0.0,0,0,Quick (<2.0s)
663,0.55,1,4.89,3,9.8,59.69959014896619,2.220580585267834,3,Dime,4,0,0.0,0,0,Quick (<2.0s)
664,0.4,1,1.86,2,4.2,75.2987979611777,-8.186828751613636,2,4-3 Base,4,0,0.0,0,0,Quick (<2.0s)
665,5.21,0,3.18,3,2.1,45.48782258252778,10.537921573368656,2,4-3 Base,4,1,16.8,0,0,Very Long (>3.0s)
666,3.13,1,1.77,2,5.0,52.88065479201257,-2.286344164628888,2,3-4 Base,5,1,14.3,0,0,Very Long (>3.0s)
667,3.56,0,0.28,2,6.3,43.60587010092897,-17.725623420533864,4,4-3 Base,5,1,8.5,0,0,Very Long (>3.0s)
668,2.57,1,1.25,3,21.6,68.26288982557712,5.085239849292551,1,Nickel,5,0,0.0,0,0,Extended (2.5-3.0s)
669,1.09,0,1.77,2,3.0,81.63239124981897,2.0887764245034077,3,3-4 Base,5,1,2.0,0,0,Quick (<2.0s)
670,1.66,0,3.28,3,23.7,50.66271889021072,-2.9987832761662396,2,Blitz,4,1,6.8,0,0,Quick (<2.0s)
671,0.86,0,1.97,2,29.0,48.27807127726032,-10.388026463178594,3,Nickel,4,1,4.6,0,0,Quick (<2.0s)
672,0.76,1,1.25,2,5.1,35.625782038855725,17.8913739676118,3,Nickel,5,0,0.0,0,0,Quick (<2.0s)
673,3.94,0,1.33,3,28.3,20.93870248646754,-4.519085319072022,4,4-3 Base,4,1,10.2,0,0,Very Long (>3.0s)
674,0.44,0,3.1,1,7.7,89.5322950587598,8.970981713963962,1,Nickel,5,1,7.9,0,0,Quick (<2.0s)
675,0.87,1,3.46,1,6.7,33.44717468115545,-4.632618931990146,1,4-3 Base,4,1,1.8,0,0,Quick (<2.0s)
676,1.74,0,0.58,1,21.7,77.06223172168569,6.8082420917275375,4,Dime,4,1,21.4,0,0,Quick (<2.0s)
677,2.26,0,1.89,2,10.1,69.38123191587268,0.5345216576063642,2,Dime,4,1,5.2,0,0,Normal (2.0-2.5s)
678,0.59,0,3.38,1,9.0,76.18258402503162,0.2801479195690148,1,Nickel,4,1,1.8,0,0,Quick (<2.0s)
679,2.88,0,5.95,2,4.9,89.30913200348921,-8.264737179404996,3,4-3 Base,4,1,9.5,0,0,Extended (2.5-3.0s)
680,2.47,1,4.82,3,5.3,61.10336841988075,5.281444082270119,3,Dime,4,0,0.0,0,0,Normal (2.0-2.5s)
681,5.15,1,0.32,3,9.3,85.81553090438402,14.051235880752719,1,Nickel,3,0,0.0,0,0,Very Long (>3.0s)
682,2.29,0,1.7,2,21.6,20.09275906210643,-10.343793821629319,2,3-4 Base,3,1,4.0,0,0,Normal (2.0-2.5s)
683,3.09,1,0.31,4,3.0,61.404131836110885,-8.322834266436066,4,Nickel,3,0,0.0,0,0,Very Long (>3.0s)
684,1.14,0,5.62,2,8.0,74.50480516231514,29.445796240534634,3,Blitz,4,1,11.1,0,0,Quick (<2.0s)
685,1.19,0,2.11,2,2.5,29.447701766975666,-10.016018406867914,1,3-4 Base,5,0,0.0,0,0,Quick (<2.0s)
686,0.65,0,3.45,3,4.7,71.66784211627684,-5.54577017817862,2,Blitz,4,1,3.5,0,0,Quick (<2.0s)
687,1.15,0,0.65,3,13.8,75.06291462046131,13.837003872294343,3,4-3 Base,3,1,15.3,0,0,Quick (<2.0s)
688,1.64,0,0.91,3,3.9,79.80691604148004,14.138259911137887,1,4-3 Base,5,1,12.4,0,0,Quick (<2.0s)
689,4.82,1,2.38,1,18.1,33.15946213363395,-24.280830770610407,4,Dime,5,1,21.0,0,0,Very Long (>3.0s)
690,1.01,1,4.53,2,3.9,66.34459311514783,7.6542591395071256,3,3-4 Base,4,0,0.0,0,0,Quick (<2.0s)
691,7.82,0,0.17,3,5.4,32.382795506878594,-1.9500476490089884,2,Nickel,4,1,2.4,0,0,Very Long (>3.0s)
692,3.28,0,4.13,2,1.4,71.51363487486098,-1.493549210304904,4,4-3 Base,4,1,1.2,0,0,Very Long (>3.0s)
693,2.82,1,2.13,3,18.1,46.6676298631141,11.651235834075448,2,Nickel,4,0,0.0,0,0,Extended (2.5-3.0s)
694,2.15,1,0.12,2,16.3,58.7789937074498,-3.4817592777237976,1,3-4 Base,5,0,0.0,0,0,Normal (2.0-2.5s)
695,1.85,1,3.12,3,2.5,42.4255983287512,-5.11950364132987,3,Dime,6,0,0.0,0,0,Quick (<2.0s)
696,1.31,0,3.27,1,6.8,19.578463423684187,-3.215327579442687,3,Dime,5,1,1.9,0,0,Quick (<2.0s)
697,0.56,1,1.81,2,6.3,21.02265766448273,-3.491026562396311,2,Blitz,6,0,0.0,0,0,Quick (<2.0s)
698,1.04,0,1.0,1,5.9,11.981201653592105,3.473570132568793,2,Dime,4,1,10.8,0,0,Quick (<2.0s)
699,6.01,0,0.72,3,29.1,60.626541174949566,13.233299263440124,2,Dime,5,0,0.0,0,0,Very Long (>3.0s)
700,3.14,0,2.59,3,5.8,81.37745581577533,4.2755180110935695,2,Dime,4,1,1.6,0,0,Very Long (>3.0s)
701,5.97,0,0.36,1,4.1,6.875314363587285,-0.12864381966651328,3,Blitz,4,1,9.1,0,0,Very Long (>3.0s)
702,1.28,0,5.21,3,1.6,10.961555187951815,5.463887643092598,3,3-4 Base,5,0,0.0,0,0,Quick (<2.0s)
703,0.84,0,0.73,2,4.3,46.17202930726193,7.801961311995445,2,Nickel,4,1,2.2,0,0,Quick (<2.0s)
704,2.14,0,3.82,1,21.6,71.39486625513705,5.780103551552566,2,Dime,4,1,1.3,0,0,Normal (2.0-2.5s)
705,1.07,1,3.2,2,10.0,19.19368802407562,-6.673049378769047,2,3-4 Base,5,0,0.0,0,0,Quick (<2.0s)
706,2.48,0,2.32,1,10.0,29.448618759427447,4.24604508445996,2,Blitz,4,1,5.0,0,0,Normal (2.0-2.5s)
707,0.45,0,4.06,2,4.5,25.880558115362643,-21.195518356393816,1,Nickel,4,1,2.4,0,0,Quick (<2.0s)
708,0.24,0,0.59,2,19.4,40.91460968040387,15.339214444906837,2,Nickel,4,1,15.9,0,0,Quick (<2.0s)
709,2.75,1,3.86,3,12.6,25.2498809315814,15.310812266172203,2,Dime,5,0,0.0,0,0,Extended (2.5-3.0s)
710,6.12,0,3.73,3,5.9,36.733881069027774,8.894010298444364,3,Nickel,4,0,0.0,0,0,Very Long (>3.0s)
711,2.84,0,3.75,2,3.6,70.56883387957497,12.459344583103642,4,Blitz,4,0,0.0,0,0,Extended (2.5-3.0s)
712,3.12,0,2.71,1,8.0,59.99083236087702,-0.7416201288608566,2,Blitz,3,0,0.0,0,0,Very Long (>3.0s)
713,2.21,1,0.57,4,3.9,12.30635348525236,-7.504865750365623,4,Dime,5,1,3.2,0,0,Normal (2.0-2.5s)
714,2.37,1,1.22,3,7.3,62.39710996211459,-12.539027591240838,4,4-3 Base,5,0,0.0,0,0,Normal (2.0-2.5s)
715,0.53,0,4.17,1,9.3,47.93694544032921,10.081375994095685,4,3-4 Base,4,0,0.0,0,0,Quick (<2.0s)
716,1.11,0,1.25,3,4.7,89.11090172364248,-7.506149240081764,4,Nickel,4,0,0.0,0,0,Quick (<2.0s)
717,4.78,1,0.58,1,0.7,31.03738853936479,-3.7376214996776835,3,Blitz,4,0,0.0,0,0,Very Long (>3.0s)
718,1.61,0,8.25,2,11.6,70.3549777729244,2.2413810153903437,3,3-4 Base,4,0,0.0,0,0,Quick (<2.0s)
719,4.72,0,0.2,2,4.8,70.7774740740113,-0.3746988941503044,1,4-3 Base,4,1,5.7,0,0,Very Long (>3.0s)
720,2.32,0,1.06,2,9.3,24.93507029082686,2.6477278299039115,3,4-3 Base,4,1,1.8,0,0,Normal (2.0-2.5s)
721,2.41,0,3.02,3,7.5,86.29012624738425,-18.081173204200738,3,Nickel,5,1,13.0,0,0,Normal (2.0-2.5s)
722,1.62,0,8.8,2,25.8,49.206488038664276,-2.3349635122676595,3,Blitz,5,0,0.0,0,0,Quick (<2.0s)
723,3.45,0,1.42,1,8.5,66.09950302003722,8.241633168494836,3,4-3 Base,3,1,3.5,0,0,Very Long (>3.0s)
724,4.04,1,1.28,4,16.2,18.12700029951541,-4.3181730966359355,2,3-4 Base,4,0,0.0,0,0,Very Long (>3.0s)
725,1.05,1,1.64,4,6.2,28.20235252927723,-8.621634159040397,3,Dime,4,1,2.8,0,0,Quick (<2.0s)
726,0.59,0,0.59,3,3.9,57.74964061435006,9.547947998150143,2,Dime,4,1,1.1,0,0,Quick (<2.0s)
727,0.3,1,0.4,2,11.9,33.712454153601456,-4.2425171461208535,3,Dime,3,0,0.0,0,0,Quick (<2.0s)
728,3.02,0,3.83,1,4.6,49.97236267138761,1.8448888360197917,4,Dime,4,0,0.0,0,0,Very Long (>3.0s)
729,2.78,0,1.9,3,14.2,38.66046794359603,-2.104438844397439,4,4-3 Base,3,1,10.8,0,0,Extended (2.5-3.0s)
730,9.25,0,0.17,1,2.8,62.64984169796432,-0.0043362841861018025,4,Nickel,4,1,5.8,0,0,Very Long (>3.0s)
731,2.22,1,0.56,1,10.8,48.8430826502728,15.29610294164591,1,Blitz,5,0,0.0,0,0,Normal (2.0-2.5s)
732,1.93,1,5.74,2,8.4,5.414894237585135,5.719357696010684,4,Blitz,4,0,0.0,0,0,Quick (<2.0s)
733,2.55,1,4.73,1,22.6,63.47127541508456,-12.217850114646732,2,Nickel,4,0,0.0,0,0,Extended (2.5-3.0s)
734,2.65,1,0.75,1,11.6,42.99094013451636,-3.720822077368768,4,Dime,4,1,12.2,0,0,Extended (2.5-3.0s)
735,1.81,0,2.65,2,7.6,35.75285064412006,-4.1261284253683055,1,Blitz,5,1,0.2,0,0,Quick (<2.0s)
736,1.09,1,0.3,1,15.0,13.47320770549012,2.1637148617916466,2,Nickel,4,0,0.0,0,0,Quick (<2.0s)
737,2.13,1,1.07,1,0.7,24.833272150984232,9.087833297801328,3,4-3 Base,4,0,0.0,0,0,Normal (2.0-2.5s)
738,2.07,1,2.28,1,12.7,25.13950624227681,0.31837559085540157,3,Dime,5,1,5.3,0,0,Normal (2.0-2.5s)
739,2.04,0,1.1,1,13.5,89.1832549464256,0.02461785463031483,2,Blitz,5,1,5.8,0,0,Normal (2.0-2.5s)
740,3.7,0,1.61,3,14.6,43.92616772718922,-22.315542203893663,3,Dime,5,0,0.0,0,0,Very Long (>3.0s)
741,2.1,0,0.85,3,13.9,8.785926249365303,13.240448141621386,3,Dime,4,1,8.7,0,0,Normal (2.0-2.5s)
742,0.6,0,0.31,2,12.3,17.493501401898882,-1.6786706198111285,2,Nickel,5,1,2.4,0,0,Quick (<2.0s)
743,1.25,0,4.82,2,6.4,12.112940815962085,2.5864116920232707,3,4-3 Base,5,0,0.0,0,0,Quick (<2.0s)
744,1.8,0,0.13,1,9.5,57.99824511864902,2.562796272914383,1,3-4 Base,5,1,18.5,0,0,Quick (<2.0s)
745,2.18,0,2.98,1,5.1,21.795934241014404,-7.692285984720854,3,Blitz,3,1,4.1,0,0,Normal (2.0-2.5s)
746,3.06,0,1.43,1,4.2,49.87018762535983,-2.439077424589,1,Nickel,3,1,5.4,0,0,Very Long (>3.0s)
747,2.19,0,4.88,2,6.6,38.3055856582978,-7.7709315346917,3,4-3 Base,5,1,4.6,0,0,Normal (2.0-2.5s)
748,0.25,0,1.46,3,7.3,77.34887394297795,13.833297485483524,2,Blitz,6,1,2.7,0,0,Quick (<2.0s)
749,0.68,1,2.02,2,11.2,33.84406735388261,-22.238530623712354,2,Nickel,5,0,0.0,0,0,Quick (<2.0s)
750,3.21,0,1.54,2,20.3,46.24389341571275,-9.533234567365458,3,Dime,5,1,5.4,0,0,Very Long (>3.0s)
751,1.76,0,2.86,1,16.0,69.91569937380432,-3.2206982485364497,3,Nickel,4,0,0.0,0,0,Quick (<2.0s)
752,2.33,1,0.58,3,10.6,44.00160862375754,14.974957159134522,4,4-3 Base,4,0,0.0,0,0,Normal (2.0-2.5s)
753,1.59,0,1.04,2,18.6,76.38939824118701,7.078163206381513,4,Nickel,5,1,4.2,0,0,Quick (<2.0s)
754,1.24,0,4.67,3,8.6,64.55159206129984,-16.38040286942887,3,Blitz,5,1,13.5,0,0,Quick (<2.0s)
755,1.63,0,3.12,2,12.5,41.94762025520444,-1.1550943112516086,2,4-3 Base,5,1,3.5,0,0,Quick (<2.0s)
756,2.35,0,2.29,3,6.4,50.35837331177264,7.213310082617504,2,Dime,6,0,0.0,0,0,Normal (2.0-2.5s)
757,2.09,1,2.03,4,8.4,92.04831102579742,22.26903139247802,1,3-4 Base,4,0,0.0,0,0,Normal (2.0-2.5s)
758,4.02,0,1.22,4,6.9,64.54503468575531,-3.397478621808091,2,Nickel,3,1,11.6,0,0,Very Long (>3.0s)
759,0.49,0,1.39,2,1.9,86.44957033750924,-11.844380678030873,4,Nickel,6,0,0.0,0,0,Quick (<2.0s)
760,0.56,0,2.28,2,1.9,21.088265312395794,3.223682690294303,2,Blitz,4,1,3.7,0,0,Quick (<2.0s)
761,1.74,0,3.31,1,2.5,48.491254062063675,-0.4328560487960969,2,Nickel,5,0,0.0,0,0,Quick (<2.0s)
762,3.08,1,2.28,4,10.6,86.77955028605456,4.633086711886143,2,Nickel,5,0,0.0,0,0,Very Long (>3.0s)
763,3.56,0,3.25,2,20.6,34.03508552972759,6.904749348373334,2,Dime,4,1,1.8,0,0,Very Long (>3.0s)
764,1.28,0,2.75,1,18.5,92.08977783317788,3.1993169213783212,1,4-3 Base,5,1,3.5,0,0,Quick (<2.0s)
765,0.08,0,1.2,2,12.5,13.736974142629169,5.281967236673127,3,4-3 Base,4,1,4.0,0,0,Quick (<2.0s)
766,1.32,0,1.06,1,5.6,86.24040532475331,16.356849863616734,2,4-3 Base,5,1,10.4,0,0,Quick (<2.0s)
767,2.78,0,0.36,2,4.1,45.06909098592728,-2.9105843028739957,3,Dime,3,1,12.4,0,0,Extended (2.5-3.0s)
768,2.06,1,2.9,2,9.3,11.63697486270446,-12.24430902208791,3,Nickel,5,0,0.0,0,0,Normal (2.0-2.5s)
769,3.16,1,3.68,1,5.5,84.15694333274787,3.1397575048414033,4,Blitz,5,0,0.0,0,0,Very Long (>3.0s)
770,4.67,1,1.61,1,2.3,27.67461911682021,-12.813330301857803,4,Nickel,4,1,0.0,0,0,Very Long (>3.0s)
771,1.84,1,0.45,4,3.6,7.002511294570269,-11.215917527347823,4,3-4 Base,5,0,0.0,0,0,Quick (<2.0s)
772,1.45,1,0.49,3,6.4,17.222639501227306,-8.221001888480155,2,Dime,6,1,-0.0,0,0,Quick (<2.0s)
773,0.96,0,0.7,3,20.1,64.32032677097854,-12.507407008750524,2,3-4 Base,5,1,5.1,0,0,Quick (<2.0s)
774,0.56,1,1.0,2,1.7,93.00303402243753,11.685650420088255,4,Blitz,6,0,0.0,0,0,Quick (<2.0s)
775,0.41,1,1.15,3,2.9,15.031592562516513,0.4891109801747072,1,3-4 Base,4,1,8.7,0,0,Quick (<2.0s)
776,1.18,1,1.79,2,6.8,46.57532433122858,7.067888371939568,1,3-4 Base,4,1,2.8,0,0,Quick (<2.0s)
777,4.25,0,6.03,1,4.5,21.257289585277924,5.102643849253244,2,Nickel,4,0,0.0,0,0,Very Long (>3.0s)
778,3.38,0,2.71,1,11.5,72.05328806914329,-2.099505317822408,3,4-3 Base,6,1,8.1,0,0,Very Long (>3.0s)
779,1.39,1,4.36,1,7.0,15.625300978563274,9.605038550767908,1,4-3 Base,3,1,3.0,0,0,Quick (<2.0s)
780,7.86,1,0.69,1,2.3,26.585757363280063,-4.825680087110776,3,Nickel,4,1,-0.7,0,0,Very Long (>3.0s)
781,1.25,1,0.89,4,5.6,22.676537088416424,-1.6796274132646087,3,3-4 Base,4,1,3.7,0,0,Quick (<2.0s)
782,4.97,0,1.85,1,9.6,54.72678023302801,-7.078411857552442,2,4-3 Base,4,1,10.9,0,0,Very Long (>3.0s)
783,5.76,0,2.33,2,13.5,83.58656828005691,14.003058073742787,2,3-4 Base,6,1,7.5,0,0,Very Long (>3.0s)
784,2.92,0,1.04,2,2.9,50.99811810407767,-1.0713520827973697,3,Nickel,4,1,18.5,0,0,Extended (2.5-3.0s)
785,1.17,1,1.74,1,10.0,10.241910749432412,5.980277403306284,1,Nickel,6,0,0.0,0,0,Quick (<2.0s)
786,1.55,0,5.45,2,6.5,55.70500375371481,-5.814616429655603,1,4-3 Base,4,0,0.0,0,0,Quick (<2.0s)
787,2.4,0,1.08,1,18.4,76.77688993862084,8.47019577145456,2,Nickel,5,1,8.5,0,0,Normal (2.0-2.5s)
788,0.58,1,1.18,3,5.6,16.894057757389042,7.728030900982756,3,Dime,4,0,0.0,0,0,Quick (<2.0s)
789,0.88,0,0.53,1,2.3,11.544009291013253,-16.254796836283475,3,Dime,4,0,0.0,0,0,Quick (<2.0s)
790,0.81,1,4.94,2,4.8,21.902699980181215,0.04125093716180475,2,Nickel,4,1,6.0,0,0,Quick (<2.0s)
791,3.07,0,0.17,3,1.3,72.14776905394648,1.169005332963095,3,4-3 Base,4,1,19.3,0,0,Very Long (>3.0s)
792,4.64,1,2.06,3,1.6,58.25123775788014,-2.997213946110118,3,Nickel,4,1,6.2,0,0,Very Long (>3.0s)
793,3.47,0,1.82,3,11.6,53.6535188565574,13.847103342804296,2,Blitz,4,1,6.7,0,0,Very Long (>3.0s)
794,4.14,1,0.81,2,10.7,27.453190516859152,-12.172471224257116,1,Nickel,4,0,0.0,0,0,Very Long (>3.0s)
795,1.09,1,0.71,2,12.1,34.901293572217355,-4.482826864121744,4,3-4 Base,4,0,0.0,0,0,Quick (<2.0s)
796,1.6,0,1.03,2,5.1,91.9296511649008,-8.493378480651751,3,4-3 Base,5,1,4.0,0,0,Quick (<2.0s)
797,1.7,0,0.81,3,3.6,26.65627040564471,10.299214770121665,3,Blitz,4,0,0.0,0,0,Quick (<2.0s)
798,2.91,0,0.65,3,32.3,86.14808809295796,-10.286139207653676,2,Dime,5,0,0.0,0,0,Extended (2.5-3.0s)
799,1.21,1,1.72,1,9.2,57.2478354011963,-18.325822656977987,4,Nickel,6,1,2.9,0,0,Quick (<2.0s)
